t,ax,ay,az,gx,gy,gz,dist
28,-0.5762830632320144,0.19733053766802872,0.07595751279134597,0.5498889310800813,0.15681375265106773,-0.003051494613141914,0.15632383140314676
29,-0.22620576865640507,0.15757138975971635,0.04729372270220866,0.5587494307313389,-0.06283712866259614,-0.08648826086992523,0.4102823171781426
30,0.022599544432215124,0.14646195855446947,-0.0944314931985033,-0.24890499362407148,0.14571857202546323,-0.042183563992225184,0.21637900869711135
31,0.6157747389719751,-0.013513838419488833,0.029714169481116215,-0.006881810146764367,-0.02213741952216597,-0.037573311938609556,0.40969916666593337
32,0.28453795454855135,-0.1527441948226437,0.06132917502639043,-0.548432670773266,-0.15561929795227983,-0.049594548916473996,-0.032202179591349245
33,-0.016300923452729266,-0.15668386001698692,0.07630689095458362,0.28294590682520393,-0.12845783556439383,0.08803224337034332,-0.14609210812242315
34,-0.4030202564630168,0.05806941888771616,0.042494116305584806,0.17110320274938895,0.08779106004119869,0.00673545531726101,-0.08621019150258426
35,-0.3482414407069029,-0.09048747852105454,0.042059357289205124,-0.19479050826750532,-0.09954246873640145,0.07416317173574064,-0.06901835365634512
36,0.5330851320771611,0.1703210235758626,-0.06211610523822282,0.3131588583255144,0.1247987584508613,0.08816144572869103,0.0721190569249518
37,0.7391594142181738,-0.020064327084406225,0.005546887928028002,0.2998927707819343,0.051350757893536936,-0.08280656937849709,0.33388903203014925
38,-0.42579982209612144,-0.14708063178685032,-0.012015229179989068,0.3442810108289627,-0.15756643608371124,-0.03498021596628324,0.15288037398020587
39,0.09435430989457971,-0.16080185115548315,0.07981529224910153,0.7140772659335229,-0.1705709117761466,0.06304182934831876,0.20125664478850264
40,-0.41305439236441466,-0.16621292825499379,-0.056654986104474836,-0.009732455169652932,0.18375121671623723,0.019785099993420888,0.4456202810315602
41,0.15319100899259652,-0.021555933034048097,0.02779059506054052,-0.11413554296762857,-0.10796547354325431,-0.04857155704608349,0.18837785629281784
42,0.5259382437606573,-0.11738350419512887,-0.04012922213673329,0.2557183959994178,0.10864465445126242,0.01720816539973899,-0.10598190172559498
43,0.062303136844326756,-0.1326880507032167,-0.013100882094532681,-0.4329520250572595,0.07601865326211782,-0.0901367843243996,-0.011804929389467811
44,0.21543279400180693,-0.035157723029678595,-0.08780787018783992,-0.011053331199872951,0.09517495593301822,0.09557715004629033,-0.10200953729883161
45,0.517971992346579,-0.0337909804968215,0.04601186683605346,-0.07502177699218349,0.1852274316701908,0.012083636384512625,-0.027218021723058095
46,-0.3874395378170489,0.07655072347076192,-0.09693786466115578,-0.06202911023843294,-0.165925454829639,0.041545858817569864,0.3095995622105396
47,0.08525153264442253,-0.16002914981735278,0.044577369898640584,0.5790414259022078,-0.16417483352898674,-0.02880507664384012,0.25481040820955936
48,0.25804791822836703,0.09485187562344816,-0.01291723604317134,-0.07722541380383496,0.08348977063546847,0.029726016016627388,-0.07401110432430069
49,0.3939413458635904,-0.12195894047768406,-0.02745431962089394,0.6724543340247325,0.18513750170941068,-0.029550330156515855,-0.1499964092727536
50,0.27069899198449077,-0.19559604405412268,0.02279199225590149,0.15008560713922392,0.1130977111473987,0.01067626326128604,-0.1378490801795619
51,0.22531798829849803,-0.1433459178753093,0.03373274644177324,-0.19458502132623268,0.07557871474097178,0.04471466373762792,0.3320772417426246
52,-0.5215527929470813,0.0533261269872668,-0.043599664278039366,0.2126943890984252,0.10580811740400509,0.04301892494281381,-0.006745169052054467
53,-0.5744054242480303,-0.09438324431677741,-0.003960835898955281,-0.48201801702541675,0.06524611490055321,0.04654711546552942,0.3734714903793888
54,-0.0003262877786112117,0.18353042517563134,0.03491207571876892,-0.3839932030230223,-0.05781924643387801,-0.09884453933374004,0.4360901280830019
55,-0.07443242951996865,-0.12431597397058468,-0.03448380831257257,-0.0037072169699065016,-0.00128856862521326,-0.09829148743934897,0.21905124627011874
56,0.49009112797101506,-0.1938283666708145,-0.01848563908789254,0.74292767607965,-0.009909038112167368,0.011201207786245976,0.07738368258711259
57,0.38668847790065364,0.1122424620886408,0.06104702633842182,0.43043531277770486,0.19109674905321844,-0.05827720690881708,0.44401101499401513
58,0.15503984429790674,-0.07754144871119589,-0.05933113364448102,-0.39218308551711534,0.1807837015116303,-0.0804769651535844,0.35111128043054746
59,-0.21488259475082294,0.11044230882069639,0.08086309582011827,0.5197680437392894,0.13058014247189786,0.0021813248504317373,0.4562189344233181
60,0.43451926430252363,0.012251741236617292,-0.06316580735979255,-0.5382522057544084,0.03962062417526008,0.09836520331013751,0.22519267907305202
61,-0.5812721516700254,-0.032387416841959116,0.07589599312415127,0.3634715020310513,-0.07572412630078894,0.05054042027772859,-0.1765951233910955
62,0.3209273354655461,-0.02704022527607411,-0.019144954333618625,-0.5549270246342617,-0.01959088025707051,-0.024430005063578245,0.4921406778339024
63,0.26525359423102046,-0.02203432486274598,0.07434735420828592,0.019803117380525093,-0.13313142539317996,-0.013147599731353515,0.08681336101106163
64,-0.4124514745962642,-0.0005136358359247861,0.06793449241730135,-0.36382654269917186,-0.11089466616471949,0.039525366650341315,0.18140777633702654
65,-0.39919467105191997,0.08119559949018107,-0.038873815833747806,-0.41048600271234703,0.159463476665208,0.03629092306345996,0.10622333876147644
66,-0.27316036209930017,0.05388916200333094,0.06315416625124912,0.31760455130947696,0.17870824447728795,-0.08565267191870073,-0.07005868496550352
67,-0.24040090772278133,0.14075697314730778,0.09936249626714486,-0.11500909825857958,-0.06983100633964831,0.03676740706132184,0.1490591370853795
68,0.7222132482094515,0.1250854199068378,-0.09110724817361092,0.33511045391761485,-0.19345932528108284,-0.06816867958305953,0.23198145524830988
69,-0.007639182665781563,0.15389185782309378,-0.034067311386782234,-0.43149074914913743,0.16771444413011505,-0.09500538728582,0.20142299318317952
70,0.5785353345803178,-0.05485703456185145,0.02153191199081221,0.7479168905468655,0.1566708760653056,-0.07732324733805984,-0.18533966932359605
71,-0.07125703403333716,0.1818704233543027,-0.0498855137749443,-0.3606732712219311,-0.16282007114129723,-0.034940124669369646,-0.19198658360605986
72,0.48286675309839977,-0.042378735402175766,-0.0029111256596518614,0.3578329179635653,0.012621816236892458,-0.020972558338123476,0.2889930793085411
73,0.17045246949725779,0.15154889626382534,-0.015960667585773525,0.7537941853377869,0.18798184303522503,0.020789822412643197,0.13657846834414628
74,-0.3484681167475849,0.018603874782302077,0.064197325315165,0.36630364837358564,-0.06677283725726438,0.025757401852355782,0.31775872057275584
75,-0.3962842806653405,-0.187305308491097,0.042040927906733555,0.3762673799140499,0.1626476081913743,0.008097406001566013,0.3791069731562175
76,0.7444611329356955,-0.05352480090472564,0.01867891098187488,0.7856120772604872,-0.1821623859208993,-0.07902386585344388,0.18616750874231075
77,0.13881540655242197,-0.03628082506318969,-0.018942214887647135,0.10929931591863606,0.004979309170227403,-0.08113599014500722,0.12895839027804057
78,0.1662874190603989,0.05211266212988114,-0.06504066941313398,0.027744003538211826,0.029279515843706083,0.0024046025736103455,0.2945392247242173
79,-0.3883753836032501,-0.08480858042761241,0.08099881083053537,0.3014041030880996,-0.14845383423922232,-0.08967716085719568,0.38291799658663034
80,-0.5925198664236617,0.18557857637667757,-0.020406959001837824,-0.08544669381614411,-0.15523336258430512,-0.08390824356694422,0.23599283849085695
81,0.35729816796736713,-0.05039992764492471,-0.012389445399990248,0.5502503645007105,-0.13907986830202235,-0.06337940167318812,0.21431942876799848
82,-0.25733281779569955,0.1345545506875711,-0.006060408214823676,-0.2368305677918307,-0.15247140423252634,0.013089217722960858,-0.03860776097604793
83,0.48083055179718015,-0.08069273492552674,0.07090104029569466,-0.40266092418460897,-0.0850950573559361,0.027253181170840274,0.02487188019864811
84,-0.5929566136973291,0.03742558043218641,0.02705730690691438,-0.5234296862662067,0.10077791011282383,-0.09373457103524985,0.06257152249844883
85,0.24824055285835211,0.1670596310023571,-0.05710263366644217,0.14818942962869497,-0.10884471773710391,-0.017666603165669217,0.4448217209118294
86,-0.10863278087986089,-0.19804467886593768,0.027406129545613056,0.13341061554473965,-0.18716556690863123,0.028508521041099855,-0.102772691337066
87,0.3827147399288068,0.16020710158761098,0.08769690630396065,-0.30247361448442545,-0.10807947806304563,-0.0006651027901556084,-0.0777365564941449
88,-0.4295687392697447,-0.14360587140341097,-0.08986928556219705,0.2604254925865185,-0.17870013583857536,-0.04209216042626354,-0.11497706915937295
89,0.7065020331183082,0.08929674260513765,-0.03673951961619926,-0.04908797225654782,-0.052194085640417776,-0.0014418937030303142,0.03202034947148974
90,-0.22445953428148335,0.1979652097006218,-0.09074676491004674,0.5797506306504489,-0.12212300432666337,0.0648307816370883,0.4959179140284426
91,0.3471161691098287,0.15574389333474453,0.0610561859425818,0.6775235571874468,0.043870720931872276,0.025741242714601598,0.09750413355908721
92,0.34313349020413975,-0.036438099042831545,0.0038727535145715863,-0.32498525838192915,0.1220609544416027,-0.04081320432564446,0.46763464173444175
93,-0.1456429863417419,-0.053924611324368016,0.09317203088882306,0.4571745762609102,0.1577741894796848,0.03994391761685709,0.4403642569947747
94,-0.5182506977405483,-0.1783934348091711,-0.06170325443744094,0.535428092629341,0.004497260302601586,0.013482417200059188,-0.04342526687471049
95,-0.38302047315205134,-0.1403211447576528,0.06288890294662322,0.1226291099948682,-0.11491664275833631,-0.07067991369367584,0.20623810936070613
96,-0.15038553546718592,0.06946289723449278,-0.08749036248020425,-0.12836868240835725,0.04590746251265476,-0.020283820908377742,0.4605722943021096
97,0.0005955003418748328,-0.10871128588013566,-0.028292234331256827,0.6350333299827527,0.05924034455408289,0.057563310504918364,-0.12190996283764537
98,-0.1181301725485176,-0.06442025657586078,-0.028431319466758434,-0.16756251728528337,0.003597186660284496,0.08229225894469935,0.24348163351933438
99,0.4502075791342496,-0.07783056266549356,-0.02487784983685995,-0.5097464860323957,0.058076828996503405,-0.006004935800911965,0.2014065949701636
100,0.7897752893417828,0.09007691875297302,0.01633806963039823,-0.24261895136790634,-0.09260159483163362,0.04010177115680752,0.368896526042433
101,0.3078343841925867,-0.034458053135287825,-0.00811114235326224,0.6099787248401248,-0.03227007950798261,-0.0388745904539797,0.3318397382492628
102,-0.32168528804858787,0.0876530423433241,0.008234054633696836,0.7358470100260953,-0.10611637674624755,-0.03142840993939562,0.296787033062771
103,0.12543678918803236,0.15203524047664324,-0.060870997016286336,0.1798027902533973,0.05142318150863684,0.09119019852922697,-0.06646905296548092
104,0.7762275514136739,0.010814176123607577,0.015317040108724173,-0.10122978865716614,0.0015265621399117857,-0.07458101184780999,-0.0685269453234793
105,0.48193844277544373,-0.01794457477084807,0.055593515171347946,0.26490604781040394,-0.12825540896890075,-0.08433006143652165,-0.07438679588736888
106,-0.34176082419973547,-0.06551287501253658,-0.06679284135505917,-0.35791087177813063,0.1566559144738442,0.0220636989079704,0.1270600723773525
107,0.605811936677212,-0.16476023751041555,-0.0013102120741552287,0.3686817156055606,0.10731440044277751,0.02322356323068868,-0.10592996217117634
108,-0.4456818127714536,0.143088948444275,-0.04297362646994594,-0.37900488694194867,0.18392776162819752,-0.02935713482774381,-0.13128316624948388
109,-0.4161522084790119,-0.004902767814074727,0.008914949316891449,0.07325622111780195,-0.13900648108254737,0.07217813448440882,0.25209106739942483
110,0.6782063548362981,0.08922896697522709,-0.09359821869406187,0.15512068274893465,-0.09393923667054122,-0.024213443023598027,-0.14997701647171924
111,-0.5493249605420538,-0.15910735101575196,-0.07271907129610916,0.2518249935325203,0.02386492087898945,-0.02567745455708262,0.2445814308291634
112,-0.36466670231387754,-0.004200233203846743,0.0514123919526783,0.21963316634676577,-0.15421879308486247,-0.0028633135500392842,-0.07953675283955929
113,0.3470088468838819,0.011265929630494526,-0.07214259094195648,0.7318690313750692,-0.0014820744061414537,-0.09812689167531746,0.40897199399856127
114,0.4848402496569303,-0.11298903531301115,-0.013474448795962893,0.33007963705123855,0.1989184961616881,0.04272089649239366,0.23321194972736126
115,0.4348113068094791,-0.02760230803383995,-0.08496399570374202,0.2020387715146017,0.14035436262286377,-0.022623414923306412,-0.17720675374894837
116,-0.46518880506912386,-0.013600309046081366,-0.020134775991155027,-0.09053565577608524,-0.14848845426903579,0.08310746150570641,0.19638474272766931
117,0.5129046301972414,0.05654042434369272,0.007365341292196861,-0.587683460953535,0.1452887171763667,0.09544735509917138,0.17736894173430617
118,-0.05836845748261099,-0.06619830152878903,0.008422183287566873,0.23179568821213237,-0.09589278496204084,-0.09029867652530739,0.1168333908433028
119,0.07422933386786479,-0.1644708822159482,-0.03772804116118076,-0.10362019704085157,-0.1506709350211639,-0.04105531763042898,0.26506795756476365
120,-0.3139463943348926,0.07950187426613231,0.09825800332229864,0.14440978565270468,0.17814612798296442,0.06691934459520754,0.17480185444623392
121,0.399728887946207,-0.014400063737417534,-0.053455884093958364,-0.4664078373225343,-0.09147174422574561,0.05298433333382074,-0.1844877660702303
122,0.2247848515102172,-0.05188774606174387,0.02124276605162459,0.5137934692621996,-0.007333842497247556,0.051140419510257246,0.49460382953584575
123,0.5580459118407447,-0.11521347984357506,-0.017099841885983416,0.5597991758849322,0.00038566503511977546,0.09038358308771016,0.012320469189325445
124,-0.19909970211934608,-0.1436480772576458,0.052153939107345115,0.7908078449121058,-0.15932419819248406,0.09669950645103706,-0.16543864553886936
125,0.6999912319842124,-0.15374112829864062,-0.04370632606189631,-0.4775667215896568,-0.005747213819991492,0.07909612980580225,0.1015568589453279
126,0.6945957112809412,-0.16131583825276993,0.010703423333436587,0.24104260247500064,0.01876324602191884,-0.08503206888194598,-0.06482297242217214
127,-0.20680280454243738,-0.1850766739837492,0.02457266268454121,0.47366185093451774,-0.19787106229411833,-0.09352604792110508,0.3249435173580207
128,0.6123543512606252,-0.0956969575038138,0.002754557063445781,-0.15332042484764602,-0.14249076320368284,-0.07581246802204714,-0.13747411623851669
129,-0.15672093633936174,0.14014056503881916,-0.05326667355392265,0.43854084556790573,-0.06116271442233298,-0.04060141812354652,-0.14221328076440287
130,-0.06857627863131133,0.07183233626146557,-0.09095824761039928,-0.18725720966092196,-0.05912884955904066,-0.08791159651582091,-0.01049673260553996
131,0.7657400568733971,-0.03685892109421621,0.09789604275376304,0.5271434733216861,-0.07717496803203204,-0.036201634681709824,-0.1830129296101808
132,0.5177885827902283,-0.09925784919352165,0.01824364836172343,0.21002488874913838,-0.0002670845070031347,0.046835526300592345,0.05840945622547844
133,0.36514093263512326,0.06932950464340609,0.09931620354282594,0.7274013953443358,0.1883606467855971,-0.022535544405715216,0.06433977057979579
134,-0.30368561276460687,-0.19948805359851285,-0.06864890028327045,-0.29338944644244747,-0.1934065849708332,-0.05239585118670878,0.49011354247550226
135,-0.11897518977611266,-0.1507699502753772,0.00738155373616492,0.761312547087368,0.05977938787429482,0.03830723072951875,0.09470458546253935
136,0.49743513518134275,-0.09635024931464264,0.06760445456861694,0.6556285241857761,-0.11476890682535817,-0.006127989243083998,0.10285737955353186
137,-0.09394425313586274,0.012428446059195186,-0.05394246605565509,0.7886286012892069,0.1895429747762144,-0.012056082581429137,0.25744924832014604
138,-0.3705084544446674,-0.07942551190339514,0.08169176486747501,-0.44405884942920104,0.08379544863844224,-0.04312225828344851,0.4179436850263219
139,0.011786055165567744,-0.1719811664881776,-0.08176329580450147,-0.31560117440796004,-0.048157543104641765,-0.0010149291019899004,0.05116237179180788
140,0.45981871842865496,-0.06446481365820791,-0.08931128168013142,0.6258850904530501,-0.10381053718688667,-0.05222038564922787,0.31919755594706783
141,0.5894669924855961,0.13464689793731643,-0.026933540554057986,-0.16354708391686607,-0.14489735733945835,0.06250382135928265,-0.023466613667069258
142,-0.5812925727572791,-0.06667814280157344,0.07456750880250027,0.13434058665142312,0.09708207881347247,-0.002409253218499746,0.12378460683665032
143,0.7876987525846145,-0.18197579456724777,0.04740466539110086,-0.11073725082152353,-0.157014530700766,0.010528526623698478,0.029794295677347427
144,0.143380353002179,0.038824042047070545,-0.09874464501676578,-0.3597050812567749,-0.11440753409337821,-0.09721801029249813,0.022859225595168314
145,-0.2724201968524165,-0.009204558993733791,0.03473675653505903,0.1092247094242429,0.17583899640373696,-0.06971478615858713,0.387884897710239
146,0.7408425982678924,0.0911423014577345,-0.02794192038931341,-0.5412151265387593,-0.09242318348043047,-0.08959722388598301,0.23342367183051516
147,-0.20525180454983316,0.09131132289449317,0.020683643284829564,-0.4542378386708913,0.11026126455259538,-0.05555514325142914,-0.07423431121176169
148,-0.21579361313405127,-0.07644077359674704,-0.07788649091597451,-0.2677572238745043,-0.15569828217896428,-0.012058010578055195,0.46905009018643
149,-0.3139230571217797,0.1447751087093183,0.06072800095992931,-0.5360843271747268,0.1884296239611304,0.06180865981307557,-0.1003777509617929
150,-0.5813659519896258,0.15750889292910314,0.09261147560283722,-0.33644550139856644,0.1855481090734114,0.01707099354868831,0.48518279656622837
151,-0.2656671137759773,-0.09330089906181832,-0.02116242197083211,-0.33296550121275936,-0.19973842596974883,0.019644502365233227,0.45834141193326267
152,-0.19145666666814581,0.072899714737093,-0.04861876635190918,0.2761390520679943,0.1871026261804401,-0.028257251170802675,0.4960551077821565
153,-0.09722155424325074,0.1977148882353827,0.08639946139736351,0.25392696122208636,0.18252130634777253,0.027201871827628732,0.05441168781317418
154,0.11658934673546528,-0.11036777034306358,-0.07646505724122231,-0.24096097456994836,-0.17125418508355375,0.02977870897159768,0.02400302978412816
155,0.3146531543340828,-0.092691023578444,0.04581696891106077,0.39302786489135255,0.014922652342094445,-0.030205882215715782,0.20230926221840645
156,0.6494041756700139,-0.01665720506442847,0.06341920759011732,0.5571810000325798,-0.1759257648810696,-0.005347945727157757,-0.019675774976962296
157,0.2921510546559547,0.021376180211550994,-0.07061204200909917,0.16503446939110455,0.048819682661122604,-0.09716005795451553,-0.059803704708416755
158,0.11008445665158273,-0.11593934930902186,-0.04592301681737124,-0.424936176009749,-0.04014714447461731,0.06838957188462519,-0.07823691446677628
159,0.4474155996962176,-0.03886470601533176,0.006159042422701447,-0.5562515044235581,0.12721442826810048,-0.046181061895308975,0.3930265710748578
160,-0.22184335624376095,-0.1884045844992639,-0.07253278893901685,-0.07683727256818307,-0.1968234531913108,0.07599936398230289,0.2844304372213274
161,-0.10997065593651406,-0.034117543885200524,0.053426253232747245,-0.08444355394847403,0.0537833502458297,-0.07772476777143662,-0.15511404335160567
162,0.39967761748260955,-0.06575421666149045,0.08428912614960213,0.3531512608170685,-0.019155144114540418,0.054625610045993006,0.233435515788874
163,0.10022046730384782,0.13595926956050447,-0.07503334434593825,-0.24325910225604064,0.1261481411535954,-0.05071980788291162,0.4386100636963441
164,-0.3434833801990085,-0.09642788319704106,-0.07559878663225379,0.037296039005269566,0.11483089359489818,0.008429898259313215,0.24901279952888278
165,0.4310585389141396,0.04099183495092218,0.055928935898836046,-0.10720867240001186,0.08977967080929683,0.08493386147608778,0.26045387655234553
166,-0.20596882637894964,-0.08627059169091217,-0.025358638096209335,0.598266291732552,0.07059886398800025,0.04275609336217773,0.10420393795308402
167,-0.4826448554917034,0.17397518952953295,-0.050883431562737405,0.6761130139678789,0.05424273357000364,-0.00069655145236662,0.03870837808835492
168,-0.5015743435598974,-0.0021864154564340266,-0.09694005630709285,-0.5297837387632663,-0.16157091623865966,-0.05323591976085438,-0.16196532947256995
169,0.2827849085915092,-0.03802843737598627,0.09930847010114913,0.637971176541911,0.19492883700104924,-0.039953297462647336,-0.08852959978848267
170,-0.11009739047662997,0.16859508252345684,0.0017531235145085977,0.0656902123866192,0.002048361485718464,-0.04096886045766793,0.2872804432426148
171,0.12302644930517004,0.17254541773109655,-0.022824005518927853,-0.2996778477434959,0.14137393473856197,-0.0003898301107373159,-0.18751346992336818
172,-0.11350463737781918,-0.13941082910024083,-0.08987231096730319,0.09412295544545213,0.08869884491605351,0.03105578418953614,0.04266345675029842
173,0.6493682689224064,0.15968456939566888,-0.0765719193248513,0.11018854750501594,0.1171313940965642,0.004578619076099494,0.15830078217839455
174,-0.17291721400924964,0.01255375086515173,0.028373051301193747,0.12971275932055037,0.06633683940307888,0.040898321479006655,0.15477496301411658
175,0.6344761149537635,0.13238344572217975,0.054736583087038104,-0.540906890085499,0.07690802585236134,0.07039086343087125,-0.1402932315502627
176,0.03646647072528575,-0.12348154006447386,0.043608565718167486,0.06657211160198728,0.14363543517789423,0.06064217821877216,0.3444303272644263
177,0.41358947580598604,0.044356390591368144,-0.04150450745612482,0.43651865462393336,0.08858926717174492,-0.08937852257753179,-0.15178089875218118
178,0.7443989057355788,-0.008761124796683228,0.07377530855341677,-0.47294738607107906,-0.15982301150883088,0.05095272951625973,0.12034429872998031
179,-0.20698506643354075,-0.15910699333084244,-0.08584602897585379,0.10409362393388832,0.11563525978237771,-0.03580770850319699,0.37355507634269486
180,0.6965105323009878,-0.15373133451652998,-0.0180954604924954,0.6440751298399577,-0.04784039561818024,0.05217938349446677,0.26205755237407447
181,-0.5879646103323809,0.05899558885934736,-0.04958015481025029,0.41122001037581557,0.1007591271006188,0.011519649754357306,0.3285568048435236
182,-0.598314520317277,-0.17780978201479108,0.07673716676951778,0.3702400651352644,-0.11547950988750154,-0.06186381840294056,0.1375898677167603
183,-0.37864632923771036,-0.11878250004316922,-0.03743289160462289,0.32288766536443947,0.18458596059987786,-0.010822721796805837,0.21270438775605988
184,-0.3652921653716255,-0.08601502911237376,-0.03919865992456833,0.21418386398406364,-0.08899961747492054,0.014436420052616625,0.47989309992597823
185,0.32016409495835996,-0.024024609810704867,-0.07514950839587416,0.42354302660178667,0.1711549984157013,0.09039069819783443,-0.0445136509306841
186,0.02635447938794555,0.05509320203156415,-0.007860841073356425,0.46755268160725005,-0.06317302569548564,-0.0732072098148324,0.27573908682415627
187,-0.5676760663537082,-0.0008969878603955483,0.009447629342002759,-0.1626952050027322,-0.1196804555286891,0.08359134958694447,0.061703127058307106
188,-0.15168237927328848,0.1307557220433393,-0.08122943194885075,0.5081750856580319,-0.14372139647069757,0.09148379864866935,0.4023997384954769
189,0.7168677542765819,-0.050228790227203474,-0.012968081588218133,-0.0246687515126639,-0.10328722126214812,0.024901952496697133,0.08784436471553653
190,-0.3666439066955951,-0.1383004678227398,0.06444597689091741,-0.5158792071445448,-0.16623976050340486,-0.06127676292711806,-0.19110553606840786
191,0.16293094160874722,0.1337310484253641,-0.07644192712047725,-0.15542331334214549,0.06223125596620255,-0.0007012962470474421,0.021840618980959514
192,-0.038736814115501894,-0.0762772364179035,0.019096322712601047,0.7406415611909779,-0.1527231624948917,-0.0777337054112157,0.22071151549289764
193,0.7144294947875999,0.14314028830118491,-0.06399474754229525,0.3534216866711135,0.16050297663766394,0.03525437947703103,0.4868616165200544
194,-0.10169421911008897,-0.13692736626636537,0.014486263083860765,-0.2604631267843024,-0.0556600296062387,0.08439634136163454,0.45443273430581493
195,0.254984306079296,0.05419415766044877,0.03443033993183148,0.10318079718726902,-0.02098485379510473,0.03737793382603902,-0.05048236519821714
196,0.6834020153623045,-0.07685209566180902,-0.09968050543841822,0.5986985344013479,0.02003137735360569,0.05673374892884192,0.2724279955779964
197,-0.43461418864258516,0.16014990758514142,-0.0006585113082744343,-0.17624687963005536,0.142821668282542,-0.07946808049829719,0.03552302930558027
198,0.06810573121500818,-0.01047406247361829,-0.016387431722683088,-0.0687059531910128,-0.09782775820017653,0.09524099779850037,0.4122256712172451
199,0.014096473593645076,0.1588077642455928,-0.003289755615150991,-0.14274892445702542,-0.13458786012346638,0.04424516164236489,0.07993509331142756
200,0.35871881344961976,-0.10201301441762381,0.08349804274893197,-0.2959667982781758,-0.03899774419260357,0.0464432987657529,0.3782958011590503
201,-0.034188178216003506,0.1034682933246453,-0.08653319079635068,-0.2708423469261554,0.1911295601576733,-0.06048157377739956,0.2867423183745425
202,-0.027476202223673862,0.036799998182530935,-0.013584442746403136,0.4674318278829722,0.13761973722250426,0.017044224613031317,0.24708535217544847
203,-0.3446538502650706,0.10144419854891634,-0.09348123929260695,0.7081032580828782,0.1679315309634925,-0.09651822134300406,0.19197772985112455
204,-0.22747470076867365,0.08598797944887882,0.01715941127253924,0.06367711974067114,0.1852401162313122,-0.09235218672335017,0.4919668629810821
